"Date écriture";Code;"Numéro de compte";"Numéro de pièce";"Nom du projet (si existant)";"Montant débit";"Montant crédit"
25/04/24;VT;411OLLIVIER;27813;"776048964070 - 240422007 SAS OLLIVIER-COTTENCEAU New Wave P 2 US";126,59;
25/04/24;VT;706902;27813;"776048964070 - 240422007 SAS OLLIVIER-COTTENCEAU New Wave P 2 US";;1,36
25/04/24;VT;706912;27813;"776048964070 - 240422007 SAS OLLIVIER-COTTENCEAU New Wave P 2 US";;18,38
25/04/24;VT;7069111;27813;"776048964070 - 240422007 SAS OLLIVIER-COTTENCEAU New Wave P 2 US";;60,35
25/04/24;VT;706201;27813;"776048964070 - 240422007 SAS OLLIVIER-COTTENCEAU New Wave P 2 US";;38,00
25/04/24;VT;706913;27813;"776048964070 - 240422007 SAS OLLIVIER-COTTENCEAU New Wave P 2 US";;0,90
25/04/24;VT;445712;27813;"776048964070 - 240422007 SAS OLLIVIER-COTTENCEAU New Wave P 2 US";;7,60
25/04/24;VT;411PAULMAS;27814;"776049351839 - 240422011 D PAUL MAS ""DPM"" ALAIN JUNGUENET SELECTION P 4 US";144,36;
25/04/24;VT;706902;27814;"776049351839 - 240422011 D PAUL MAS ""DPM"" ALAIN JUNGUENET SELECTION P 4 US";;2,72
25/04/24;VT;706912;27814;"776049351839 - 240422011 D PAUL MAS ""DPM"" ALAIN JUNGUENET SELECTION P 4 US";;22,16
25/04/24;VT;7069111;27814;"776049351839 - 240422011 D PAUL MAS ""DPM"" ALAIN JUNGUENET SELECTION P 4 US";;72,08
25/04/24;VT;706201;27814;"776049351839 - 240422011 D PAUL MAS ""DPM"" ALAIN JUNGUENET SELECTION P 4 US";;38,00
25/04/24;VT;706913;27814;"776049351839 - 240422011 D PAUL MAS ""DPM"" ALAIN JUNGUENET SELECTION P 4 US";;1,80
25/04/24;VT;445712;27814;"776049351839 - 240422011 D PAUL MAS ""DPM"" ALAIN JUNGUENET SELECTION P 4 US";;7,60
25/04/24;VT;411LACOST;27815;"776050147709 - 240422019 LA COSTE DISTRIBUTION Life House palm springs P MAT US";350,71;
25/04/24;VT;706902;27815;"776050147709 - 240422019 LA COSTE DISTRIBUTION Life House palm springs P MAT US";;32,47
25/04/24;VT;706912;27815;"776050147709 - 240422019 LA COSTE DISTRIBUTION Life House palm springs P MAT US";;73,44
25/04/24;VT;7069111;27815;"776050147709 - 240422019 LA COSTE DISTRIBUTION Life House palm springs P MAT US";;233,85
25/04/24;VT;706913;27815;"776050147709 - 240422019 LA COSTE DISTRIBUTION Life House palm springs P MAT US";;10,95
25/04/24;VT;411LACOST;27816;"776050218922 - 240422020 LA COSTE DISTRIBUTION Laetita March P MAT US";104,60;
25/04/24;VT;706902;27816;"776050218922 - 240422020 LA COSTE DISTRIBUTION Laetita March P MAT US";;6,18
25/04/24;VT;706912;27816;"776050218922 - 240422020 LA COSTE DISTRIBUTION Laetita March P MAT US";;22,71
25/04/24;VT;7069111;27816;"776050218922 - 240422020 LA COSTE DISTRIBUTION Laetita March P MAT US";;73,76
25/04/24;VT;706913;27816;"776050218922 - 240422020 LA COSTE DISTRIBUTION Laetita March P MAT US";;1,95
25/04/24;VT;411PLAIM;27817;"776010842301 - 240418002 PLAIMONT PRODUCTEURS August Imports p 12 US";230,76;
25/04/24;VT;706902;27817;"776010842301 - 240418002 PLAIMONT PRODUCTEURS August Imports p 12 US";;8,16
25/04/24;VT;706912;27817;"776010842301 - 240418002 PLAIMONT PRODUCTEURS August Imports p 12 US";;40,85
25/04/24;VT;7069111;27817;"776010842301 - 240418002 PLAIMONT PRODUCTEURS August Imports p 12 US";;130,75
25/04/24;VT;706201;27817;"776010842301 - 240418002 PLAIMONT PRODUCTEURS August Imports p 12 US";;38,00
25/04/24;VT;706913;27817;"776010842301 - 240418002 PLAIMONT PRODUCTEURS August Imports p 12 US";;5,40
25/04/24;VT;445712;27817;"776010842301 - 240418002 PLAIMONT PRODUCTEURS August Imports p 12 US";;7,60
25/04/24;VT;411CHAVIN;27818;"775987863283 - 240416023 DOMAINES PIERRE CHAVIN Kobrand Corporation E 40 US";427,85;
25/04/24;VT;706902;27818;"775987863283 - 240416023 DOMAINES PIERRE CHAVIN Kobrand Corporation E 40 US";;27,20
25/04/24;VT;706912;27818;"775987863283 - 240416023 DOMAINES PIERRE CHAVIN Kobrand Corporation E 40 US";;79,82
25/04/24;VT;7069111;27818;"775987863283 - 240416023 DOMAINES PIERRE CHAVIN Kobrand Corporation E 40 US";;257,23
25/04/24;VT;706201;27818;"775987863283 - 240416023 DOMAINES PIERRE CHAVIN Kobrand Corporation E 40 US";;38,00
25/04/24;VT;706913;27818;"775987863283 - 240416023 DOMAINES PIERRE CHAVIN Kobrand Corporation E 40 US";;18,00
25/04/24;VT;445712;27818;"775987863283 - 240416023 DOMAINES PIERRE CHAVIN Kobrand Corporation E 40 US";;7,60
25/04/24;VT;411PLOU;27819;"775928616240 - 240411024 SCEA PLOU ET FILS JEN ADEY E 12 US";189,64;
25/04/24;VT;706902;27819;"775928616240 - 240411024 SCEA PLOU ET FILS JEN ADEY E 12 US";;8,16
25/04/24;VT;706912;27819;"775928616240 - 240411024 SCEA PLOU ET FILS JEN ADEY E 12 US";;31,36
25/04/24;VT;7069111;27819;"775928616240 - 240411024 SCEA PLOU ET FILS JEN ADEY E 12 US";;98,82
25/04/24;VT;706201;27819;"775928616240 - 240411024 SCEA PLOU ET FILS JEN ADEY E 12 US";;38,00
25/04/24;VT;706913;27819;"775928616240 - 240411024 SCEA PLOU ET FILS JEN ADEY E 12 US";;5,70
25/04/24;VT;445712;27819;"775928616240 - 240411024 SCEA PLOU ET FILS JEN ADEY E 12 US";;7,60
25/04/24;VT;411BALGUER;27820;"775832724192 - 240404025 BALGUERIE BROWN HOSPITALITY P 20 US";354,45;
25/04/24;VT;706902;27820;"775832724192 - 240404025 BALGUERIE BROWN HOSPITALITY P 20 US";;13,60
25/04/24;VT;706912;27820;"775832724192 - 240404025 BALGUERIE BROWN HOSPITALITY P 20 US";;69,00
25/04/24;VT;7069111;27820;"775832724192 - 240404025 BALGUERIE BROWN HOSPITALITY P 20 US";;214,99
25/04/24;VT;706201;27820;"775832724192 - 240404025 BALGUERIE BROWN HOSPITALITY P 20 US";;38,00
25/04/24;VT;706913;27820;"775832724192 - 240404025 BALGUERIE BROWN HOSPITALITY P 20 US";;11,25
25/04/24;VT;445712;27820;"775832724192 - 240404025 BALGUERIE BROWN HOSPITALITY P 20 US";;7,60
25/04/24;VT;471000;27820;"775832724192 - 240404025 BALGUERIE BROWN HOSPITALITY P 20 US";;0,01
25/04/24;VT;411ARTHIS;27821;"776007648570 - 240418012 ARTHIS E-COMMERCE J. KEATLEY E 6 US";184,47;
25/04/24;VT;706902;27821;"776007648570 - 240418012 ARTHIS E-COMMERCE J. KEATLEY E 6 US";;9,87
25/04/24;VT;706912;27821;"776007648570 - 240418012 ARTHIS E-COMMERCE J. KEATLEY E 6 US";;26,83
25/04/24;VT;7069111;27821;"776007648570 - 240418012 ARTHIS E-COMMERCE J. KEATLEY E 6 US";;84,49
25/04/24;VT;706203;27821;"776007648570 - 240418012 ARTHIS E-COMMERCE J. KEATLEY E 6 US";;12,49
25/04/24;VT;706204;27821;"776007648570 - 240418012 ARTHIS E-COMMERCE J. KEATLEY E 6 US";;24,99
25/04/24;VT;706205;27821;"776007648570 - 240418012 ARTHIS E-COMMERCE J. KEATLEY E 6 US";;8,50
25/04/24;VT;706913;27821;"776007648570 - 240418012 ARTHIS E-COMMERCE J. KEATLEY E 6 US";;4,95
25/04/24;VT;445712;27821;"776007648570 - 240418012 ARTHIS E-COMMERCE J. KEATLEY E 6 US";;9,20
25/04/24;VT;471000;27821;"776007648570 - 240418012 ARTHIS E-COMMERCE J. KEATLEY E 6 US";;3,15
25/04/24;VT;411ARTHIS;27822;"775971406346 - 240409058 ARTHIS E-COMMERCE Matthew Kern E 21 US";353,02;
25/04/24;VT;706902;27822;"775971406346 - 240409058 ARTHIS E-COMMERCE Matthew Kern E 21 US";;16,08
25/04/24;VT;706912;27822;"775971406346 - 240409058 ARTHIS E-COMMERCE Matthew Kern E 21 US";;64,29
25/04/24;VT;7069111;27822;"775971406346 - 240409058 ARTHIS E-COMMERCE Matthew Kern E 21 US";;200,66
25/04/24;VT;706203;27822;"775971406346 - 240409058 ARTHIS E-COMMERCE Matthew Kern E 21 US";;12,49
25/04/24;VT;706204;27822;"775971406346 - 240409058 ARTHIS E-COMMERCE Matthew Kern E 21 US";;24,99
25/04/24;VT;706205;27822;"775971406346 - 240409058 ARTHIS E-COMMERCE Matthew Kern E 21 US";;8,50
25/04/24;VT;706913;27822;"775971406346 - 240409058 ARTHIS E-COMMERCE Matthew Kern E 21 US";;13,65
25/04/24;VT;445712;27822;"775971406346 - 240409058 ARTHIS E-COMMERCE Matthew Kern E 21 US";;9,20
25/04/24;VT;471000;27822;"775971406346 - 240409058 ARTHIS E-COMMERCE Matthew Kern E 21 US";;3,16
25/04/24;VT;411COMMAND;27823;"776069432676 - 240423010 LES CAVES DU COMMANDEUR YEPP Logistics Ltd. P 2 CH";109,87;
25/04/24;VT;706902;27823;"776069432676 - 240423010 LES CAVES DU COMMANDEUR YEPP Logistics Ltd. P 2 CH";;3,60
25/04/24;VT;706912;27823;"776069432676 - 240423010 LES CAVES DU COMMANDEUR YEPP Logistics Ltd. P 2 CH";;16,70
25/04/24;VT;706903;27823;"776069432676 - 240423010 LES CAVES DU COMMANDEUR YEPP Logistics Ltd. P 2 CH";;21,00
25/04/24;VT;70691140000;27823;"776069432676 - 240423010 LES CAVES DU COMMANDEUR YEPP Logistics Ltd. P 2 CH";;54,61
25/04/24;VT;706905;27823;"776069432676 - 240423010 LES CAVES DU COMMANDEUR YEPP Logistics Ltd. P 2 CH";;8,71
25/04/24;VT;706913;27823;"776069432676 - 240423010 LES CAVES DU COMMANDEUR YEPP Logistics Ltd. P 2 CH";;1,05
25/04/24;VT;445712;27823;"776069432676 - 240423010 LES CAVES DU COMMANDEUR YEPP Logistics Ltd. P 2 CH";;4,20
25/04/24;VT;411ROSAN;27824;"776068869060 - 240419018 SAINT MICHEL château rosan Vino lo vin - OHG P 1 DE";48,48;
25/04/24;VT;706212;27824;"776068869060 - 240419018 SAINT MICHEL château rosan Vino lo vin - OHG P 1 DE";;9,32
25/04/24;VT;706213;27824;"776068869060 - 240419018 SAINT MICHEL château rosan Vino lo vin - OHG P 1 DE";;0,90
25/04/24;VT;7062111;27824;"776068869060 - 240419018 SAINT MICHEL château rosan Vino lo vin - OHG P 1 DE";;30,18
25/04/24;VT;445712;27824;"776068869060 - 240419018 SAINT MICHEL château rosan Vino lo vin - OHG P 1 DE";;8,08
25/04/24;VT;411WINEAR;27825;"776056693272 - 240422044 WINE ARTISANS David Ng  P 3 HK";171,41;
25/04/24;VT;706912;27825;"776056693272 - 240422044 WINE ARTISANS David Ng  P 3 HK";;39,56
25/04/24;VT;70691180000;27825;"776056693272 - 240422044 WINE ARTISANS David Ng  P 3 HK";;130,36
25/04/24;VT;706213;27825;"776056693272 - 240422044 WINE ARTISANS David Ng  P 3 HK";;1,50
25/04/24;VT;471000;27825;"776056693272 - 240422044 WINE ARTISANS David Ng  P 3 HK";0,01;
25/04/24;VT;411FORGET;27826;"776054493734 - 240422031 FORGET BRIMONT Tan&NS Ltd p 3 GB";92,73;
25/04/24;VT;706902;27826;"776054493734 - 240422031 FORGET BRIMONT Tan&NS Ltd p 3 GB";;5,70
25/04/24;VT;706912;27826;"776054493734 - 240422031 FORGET BRIMONT Tan&NS Ltd p 3 GB";;11,17
25/04/24;VT;706903;27826;"776054493734 - 240422031 FORGET BRIMONT Tan&NS Ltd p 3 GB";;17,00
25/04/24;VT;7069112;27826;"776054493734 - 240422031 FORGET BRIMONT Tan&NS Ltd p 3 GB";;36,04
25/04/24;VT;706905;27826;"776054493734 - 240422031 FORGET BRIMONT Tan&NS Ltd p 3 GB";;18,22
25/04/24;VT;706913;27826;"776054493734 - 240422031 FORGET BRIMONT Tan&NS Ltd p 3 GB";;1,20
25/04/24;VT;445712;27826;"776054493734 - 240422031 FORGET BRIMONT Tan&NS Ltd p 3 GB";;3,40
25/04/24;VT;411CASCAVEL;27827;"775988810985 - 240417007 maison CASCAVEL ROBB BROTHERS P 3 GB";96,47;
25/04/24;VT;706902;27827;"775988810985 - 240417007 maison CASCAVEL ROBB BROTHERS P 3 GB";;8,55
25/04/24;VT;706912;27827;"775988810985 - 240417007 maison CASCAVEL ROBB BROTHERS P 3 GB";;11,72
25/04/24;VT;706903;27827;"775988810985 - 240417007 maison CASCAVEL ROBB BROTHERS P 3 GB";;17,00
25/04/24;VT;7069112;27827;"775988810985 - 240417007 maison CASCAVEL ROBB BROTHERS P 3 GB";;37,72
25/04/24;VT;706905;27827;"775988810985 - 240417007 maison CASCAVEL ROBB BROTHERS P 3 GB";;16,73
25/04/24;VT;706913;27827;"775988810985 - 240417007 maison CASCAVEL ROBB BROTHERS P 3 GB";;1,35
25/04/24;VT;445712;27827;"775988810985 - 240417007 maison CASCAVEL ROBB BROTHERS P 3 GB";;3,40
25/04/24;VT;411COLLONGE;27828;"776049745558 - 240422022 THOMAS COLLONGE Andrew Shaw @ Ivy tasting P 3 GB";97,92;
25/04/24;VT;706902;27828;"776049745558 - 240422022 THOMAS COLLONGE Andrew Shaw @ Ivy tasting P 3 GB";;8,55
25/04/24;VT;706912;27828;"776049745558 - 240422022 THOMAS COLLONGE Andrew Shaw @ Ivy tasting P 3 GB";;11,72
25/04/24;VT;706903;27828;"776049745558 - 240422022 THOMAS COLLONGE Andrew Shaw @ Ivy tasting P 3 GB";;17,00
25/04/24;VT;7069112;27828;"776049745558 - 240422022 THOMAS COLLONGE Andrew Shaw @ Ivy tasting P 3 GB";;37,72
25/04/24;VT;706905;27828;"776049745558 - 240422022 THOMAS COLLONGE Andrew Shaw @ Ivy tasting P 3 GB";;18,18
25/04/24;VT;706913;27828;"776049745558 - 240422022 THOMAS COLLONGE Andrew Shaw @ Ivy tasting P 3 GB";;1,35
25/04/24;VT;445712;27828;"776049745558 - 240422022 THOMAS COLLONGE Andrew Shaw @ Ivy tasting P 3 GB";;3,40
25/04/24;VT;411MONTLOUI;27829;"776025747645 - 240419005 SCA CAVE DES PRODUCTEURS DE MONTLOUIS Heritage Cellars Ltd. P 2 CA";125,79;
25/04/24;VT;706912;27829;"776025747645 - 240419005 SCA CAVE DES PRODUCTEURS DE MONTLOUIS Heritage Cellars Ltd. P 2 CA";;29,03
25/04/24;VT;70691130000;27829;"776025747645 - 240419005 SCA CAVE DES PRODUCTEURS DE MONTLOUIS Heritage Cellars Ltd. P 2 CA";;95,56
25/04/24;VT;706913;27829;"776025747645 - 240419005 SCA CAVE DES PRODUCTEURS DE MONTLOUIS Heritage Cellars Ltd. P 2 CA";;1,20
25/04/24;VT;411CHAVET;27830;"776025670320 - 240419012 SAS CHAVET SAQ SOCIETE DES ALCOOLS DU QUEBEC P 6 CA";164,97;
25/04/24;VT;706912;27830;"776025670320 - 240419012 SAS CHAVET SAQ SOCIETE DES ALCOOLS DU QUEBEC P 6 CA";;38,07
25/04/24;VT;70691130000;27830;"776025670320 - 240419012 SAS CHAVET SAQ SOCIETE DES ALCOOLS DU QUEBEC P 6 CA";;124,05
25/04/24;VT;706913;27830;"776025670320 - 240419012 SAS CHAVET SAQ SOCIETE DES ALCOOLS DU QUEBEC P 6 CA";;2,85
25/04/24;VT;411VILL;27831;"776010359553 - 240418026 SAS LA VILLAUDIERE TRINQUE P 6 CA";167,35;
25/04/24;VT;706912;27831;"776010359553 - 240418026 SAS LA VILLAUDIERE TRINQUE P 6 CA";;38,62
25/04/24;VT;70691130000;27831;"776010359553 - 240418026 SAS LA VILLAUDIERE TRINQUE P 6 CA";;125,73
25/04/24;VT;706913;27831;"776010359553 - 240418026 SAS LA VILLAUDIERE TRINQUE P 6 CA";;3,00
25/04/24;VT;411ORBRIE;27832;"776023865380 - 240418037 LES JARDINS DE L'ORBRIE Haugen-Gruppen AS E 12 NO";114,42;
25/04/24;VT;706;27832;"776023865380 - 240418037 LES JARDINS DE L'ORBRIE Haugen-Gruppen AS E 12 NO";;97,38
25/04/24;VT;706912;27832;"776023865380 - 240418037 LES JARDINS DE L'ORBRIE Haugen-Gruppen AS E 12 NO";;17,04
25/04/24;VT;411ODDO;27833;"775992487793 - 240417018 ODDO DISTRIBUTION CN Logistics Limited E 12 HK";268,02;
25/04/24;VT;706912;27833;"775992487793 - 240417018 ODDO DISTRIBUTION CN Logistics Limited E 12 HK";;61,85
25/04/24;VT;70691180000;27833;"775992487793 - 240417018 ODDO DISTRIBUTION CN Logistics Limited E 12 HK";;200,32
25/04/24;VT;706213;27833;"775992487793 - 240417018 ODDO DISTRIBUTION CN Logistics Limited E 12 HK";;5,85
25/04/24;VT;411ACCRU;27834;"776006963766 - 240417030 ACCRU James Suckling E 3 HK";130,53;
25/04/24;VT;706912;27834;"776006963766 - 240417030 ACCRU James Suckling E 3 HK";;30,12
25/04/24;VT;70691180000;27834;"776006963766 - 240417030 ACCRU James Suckling E 3 HK";;98,91
25/04/24;VT;706213;27834;"776006963766 - 240417030 ACCRU James Suckling E 3 HK";;1,50
25/04/24;VT;411MEDOCAINE;27835;"776069343626 - 240423009 COMPAGNIE MEDOCAINE DES GRANDS CRUS A LA CARTE SARL P 4 LU";62,60;
25/04/24;VT;706;27835;"776069343626 - 240423009 COMPAGNIE MEDOCAINE DES GRANDS CRUS A LA CARTE SARL P 4 LU";;39,03
25/04/24;VT;706212;27835;"776069343626 - 240423009 COMPAGNIE MEDOCAINE DES GRANDS CRUS A LA CARTE SARL P 4 LU";;12,04
25/04/24;VT;706213;27835;"776069343626 - 240423009 COMPAGNIE MEDOCAINE DES GRANDS CRUS A LA CARTE SARL P 4 LU";;1,10
25/04/24;VT;445712;27835;"776069343626 - 240423009 COMPAGNIE MEDOCAINE DES GRANDS CRUS A LA CARTE SARL P 4 LU";;10,43
25/04/24;VT;411CDG;27836;"776025361692 - 240419007 CDG FRANCE 2 Rosie Kim E 2 KR";140,06;
25/04/24;VT;707;27836;"776025361692 - 240419007 CDG FRANCE 2 Rosie Kim E 2 KR";;86,33
25/04/24;VT;706902;27836;"776025361692 - 240419007 CDG FRANCE 2 Rosie Kim E 2 KR";;12,85
25/04/24;VT;706912;27836;"776025361692 - 240419007 CDG FRANCE 2 Rosie Kim E 2 KR";;26,21
25/04/24;VT;706203;27836;"776025361692 - 240419007 CDG FRANCE 2 Rosie Kim E 2 KR";;10,50
25/04/24;VT;706213;27836;"776025361692 - 240419007 CDG FRANCE 2 Rosie Kim E 2 KR";;1,05
25/04/24;VT;445712;27836;"776025361692 - 240419007 CDG FRANCE 2 Rosie Kim E 2 KR";;2,10
25/04/24;VT;471000;27836;"776025361692 - 240419007 CDG FRANCE 2 Rosie Kim E 2 KR";;1,02
25/04/24;VT;411BOUCAB;27837;"775989348926 - 240417008 BOUCABEILLE Tengjiao Wu P DOC CN";83,28;
25/04/24;VT;707;27837;"775989348926 - 240417008 BOUCABEILLE Tengjiao Wu P DOC CN";;63,16
25/04/24;VT;706912;27837;"775989348926 - 240417008 BOUCABEILLE Tengjiao Wu P DOC CN";;19,22
25/04/24;VT;706213;27837;"775989348926 - 240417008 BOUCABEILLE Tengjiao Wu P DOC CN";;0,90
25/04/24;VT;411DESVIG;27838;"9217777475021391 - 240322022 DOMAINE DESVIGNES EDENRED France P DOC FR";46,85;
25/04/24;VT;706212;27838;"9217777475021391 - 240322022 DOMAINE DESVIGNES EDENRED France P DOC FR";;4,72
25/04/24;VT;445712;27838;"9217777475021391 - 240322022 DOMAINE DESVIGNES EDENRED France P DOC FR";;7,81
25/04/24;VT;471000;27838;"9217777475021391 - 240322022 DOMAINE DESVIGNES EDENRED France P DOC FR";;34,32
25/04/24;VT;411DRD;27839;"9817777581402043 - 240322013 LA DISTILLERIE DE LA RIVE DROITE Natalie Zammutt P 1 FR";46,85;
25/04/24;VT;706212;27839;"9817777581402043 - 240322013 LA DISTILLERIE DE LA RIVE DROITE Natalie Zammutt P 1 FR";;4,72
25/04/24;VT;445712;27839;"9817777581402043 - 240322013 LA DISTILLERIE DE LA RIVE DROITE Natalie Zammutt P 1 FR";;7,81
25/04/24;VT;471000;27839;"9817777581402043 - 240322013 LA DISTILLERIE DE LA RIVE DROITE Natalie Zammutt P 1 FR";;34,32
25/04/24;VT;411FINSM;27840;"8517777474849562  -240321013 VINS FINS MASSONIE Nicole Courtois P 3 FR";62,45;
25/04/24;VT;706212;27840;"8517777474849562  -240321013 VINS FINS MASSONIE Nicole Courtois P 3 FR";;6,29
25/04/24;VT;445712;27840;"8517777474849562  -240321013 VINS FINS MASSONIE Nicole Courtois P 3 FR";;10,41
25/04/24;VT;471000;27840;"8517777474849562  -240321013 VINS FINS MASSONIE Nicole Courtois P 3 FR";;45,75
26/04/24;VT;411LENOBLE;27841;"776069925211 - 240422045 CHAMPAGNE A. R. LENOBLE BAINVILLE P 4 US";151,21;
26/04/24;VT;706902;27841;"776069925211 - 240422045 CHAMPAGNE A. R. LENOBLE BAINVILLE P 4 US";;3,52
26/04/24;VT;706912;27841;"776069925211 - 240422045 CHAMPAGNE A. R. LENOBLE BAINVILLE P 4 US";;23,56
26/04/24;VT;7069111;27841;"776069925211 - 240422045 CHAMPAGNE A. R. LENOBLE BAINVILLE P 4 US";;76,28
26/04/24;VT;706201;27841;"776069925211 - 240422045 CHAMPAGNE A. R. LENOBLE BAINVILLE P 4 US";;38,00
26/04/24;VT;706913;27841;"776069925211 - 240422045 CHAMPAGNE A. R. LENOBLE BAINVILLE P 4 US";;2,25
26/04/24;VT;445712;27841;"776069925211 - 240422045 CHAMPAGNE A. R. LENOBLE BAINVILLE P 4 US";;7,60
26/04/24;VT;411DAUMEN;27842;"776068831045 - 240422042 EARL FAMILLE DAUMEN Angela Reilly  P 12 US";356,59;
26/04/24;VT;706902;27842;"776068831045 - 240422042 EARL FAMILLE DAUMEN Angela Reilly  P 12 US";;21,12
26/04/24;VT;706912;27842;"776068831045 - 240422042 EARL FAMILLE DAUMEN Angela Reilly  P 12 US";;43,79
26/04/24;VT;7069111;27842;"776068831045 - 240422042 EARL FAMILLE DAUMEN Angela Reilly  P 12 US";;139,98
26/04/24;VT;706201;27842;"776068831045 - 240422042 EARL FAMILLE DAUMEN Angela Reilly  P 12 US";;38,00
26/04/24;VT;706909;27842;"776068831045 - 240422042 EARL FAMILLE DAUMEN Angela Reilly  P 12 US";;90,00
26/04/24;VT;706913;27842;"776068831045 - 240422042 EARL FAMILLE DAUMEN Angela Reilly  P 12 US";;6,00
26/04/24;VT;706914;27842;"776068831045 - 240422042 EARL FAMILLE DAUMEN Angela Reilly  P 12 US";;10,09
26/04/24;VT;445712;27842;"776068831045 - 240422042 EARL FAMILLE DAUMEN Angela Reilly  P 12 US";;7,60
26/04/24;VT;471000;27842;"776068831045 - 240422042 EARL FAMILLE DAUMEN Angela Reilly  P 12 US";;0,01
26/04/24;VT;411SABLE;27843;"776068263879 - 240422047 CHATEAU LA SABLE Hotel Beacon P 6 US";163,44;
26/04/24;VT;706902;27843;"776068263879 - 240422047 CHATEAU LA SABLE Hotel Beacon P 6 US";;4,08
26/04/24;VT;706912;27843;"776068263879 - 240422047 CHATEAU LA SABLE Hotel Beacon P 6 US";;26,25
26/04/24;VT;7069111;27843;"776068263879 - 240422047 CHATEAU LA SABLE Hotel Beacon P 6 US";;84,66
26/04/24;VT;706201;27843;"776068263879 - 240422047 CHATEAU LA SABLE Hotel Beacon P 6 US";;38,00
26/04/24;VT;706913;27843;"776068263879 - 240422047 CHATEAU LA SABLE Hotel Beacon P 6 US";;2,85
26/04/24;VT;445712;27843;"776068263879 - 240422047 CHATEAU LA SABLE Hotel Beacon P 6 US";;7,60
26/04/24;VT;411BENAUG;27844;"776055276879 - 240422039 LES CELLIERS DE BORDEAUX BENAUGE Jessica Fuentes P 6 US";161,06;
26/04/24;VT;706902;27844;"776055276879 - 240422039 LES CELLIERS DE BORDEAUX BENAUGE Jessica Fuentes P 6 US";;4,08
26/04/24;VT;706912;27844;"776055276879 - 240422039 LES CELLIERS DE BORDEAUX BENAUGE Jessica Fuentes P 6 US";;25,70
26/04/24;VT;7069111;27844;"776055276879 - 240422039 LES CELLIERS DE BORDEAUX BENAUGE Jessica Fuentes P 6 US";;82,98
26/04/24;VT;706201;27844;"776055276879 - 240422039 LES CELLIERS DE BORDEAUX BENAUGE Jessica Fuentes P 6 US";;38,00
26/04/24;VT;706913;27844;"776055276879 - 240422039 LES CELLIERS DE BORDEAUX BENAUGE Jessica Fuentes P 6 US";;2,70
26/04/24;VT;445712;27844;"776055276879 - 240422039 LES CELLIERS DE BORDEAUX BENAUGE Jessica Fuentes P 6 US";;7,60
26/04/24;VT;411LUBERON;27845;"776050840221 - 240422024 SCA CAVE DU LUBERON Jeff Cox  P 24 US";375,60;
26/04/24;VT;706902;27845;"776050840221 - 240422024 SCA CAVE DU LUBERON Jeff Cox  P 24 US";;16,32
26/04/24;VT;706912;27845;"776050840221 - 240422024 SCA CAVE DU LUBERON Jeff Cox  P 24 US";;72,39
26/04/24;VT;7069111;27845;"776050840221 - 240422024 SCA CAVE DU LUBERON Jeff Cox  P 24 US";;230,49
26/04/24;VT;706201;27845;"776050840221 - 240422024 SCA CAVE DU LUBERON Jeff Cox  P 24 US";;38,00
26/04/24;VT;706913;27845;"776050840221 - 240422024 SCA CAVE DU LUBERON Jeff Cox  P 24 US";;10,80
26/04/24;VT;445712;27845;"776050840221 - 240422024 SCA CAVE DU LUBERON Jeff Cox  P 24 US";;7,60
26/04/24;VT;411SALMANAZ;27846;"776026016850 - 240418033 VIGNOBLES SALMANAZAR The Party Source P 2 US";126,59;
26/04/24;VT;706902;27846;"776026016850 - 240418033 VIGNOBLES SALMANAZAR The Party Source P 2 US";;1,36
26/04/24;VT;706912;27846;"776026016850 - 240418033 VIGNOBLES SALMANAZAR The Party Source P 2 US";;18,38
26/04/24;VT;7069111;27846;"776026016850 - 240418033 VIGNOBLES SALMANAZAR The Party Source P 2 US";;60,35
26/04/24;VT;706201;27846;"776026016850 - 240418033 VIGNOBLES SALMANAZAR The Party Source P 2 US";;38,00
26/04/24;VT;706913;27846;"776026016850 - 240418033 VIGNOBLES SALMANAZAR The Party Source P 2 US";;0,90
26/04/24;VT;445712;27846;"776026016850 - 240418033 VIGNOBLES SALMANAZAR The Party Source P 2 US";;7,60
26/04/24;VT;411SICHEL;27847;"776050655321 - 240422013 MAISON SICHEL PRESTIGE BEVERAGE GROUP P 10 US";207,54;
26/04/24;VT;706902;27847;"776050655321 - 240422013 MAISON SICHEL PRESTIGE BEVERAGE GROUP P 10 US";;6,80
26/04/24;VT;706912;27847;"776050655321 - 240422013 MAISON SICHEL PRESTIGE BEVERAGE GROUP P 10 US";;35,80
26/04/24;VT;7069111;27847;"776050655321 - 240422013 MAISON SICHEL PRESTIGE BEVERAGE GROUP P 10 US";;114,84
26/04/24;VT;706201;27847;"776050655321 - 240422013 MAISON SICHEL PRESTIGE BEVERAGE GROUP P 10 US";;38,00
26/04/24;VT;706913;27847;"776050655321 - 240422013 MAISON SICHEL PRESTIGE BEVERAGE GROUP P 10 US";;4,50
26/04/24;VT;445712;27847;"776050655321 - 240422013 MAISON SICHEL PRESTIGE BEVERAGE GROUP P 10 US";;7,60
26/04/24;VT;411BARONROTHS;27848;"776050727450 - 240422016 BARON PHILIPPE DE ROTHSCHILD FAVORITE BRANDS TX P 24 US";343,34;
26/04/24;VT;706902;27848;"776050727450 - 240422016 BARON PHILIPPE DE ROTHSCHILD FAVORITE BRANDS TX P 24 US";;16,32
